corruption_perception,country,freedom,gdp_per_capita,generosity,happiness_rank,happiness_score,life_expectancy,region,social_support,year
100.0,New Zealand,80.31353591160219,64.91698473282442,96.48632812500001,8,91.17647058823528,72.8273444347064,Australia and New Zealand,71.33698296836982,2016
100.0,New Zealand,84.81521138828757,67.06612824483683,97.65725117176778,8,90.77079370587649,71.58279627901122,Australia and New Zealand,94.17245277813198,2017
100.0,New Zealand,92.40331491712706,60.49618320610687,71.2890625,8,90.97363083164299,76.77475898334794,Australia and New Zealand,97.38442822384428,2018
100.0,New Zealand,80.80110497237568,62.166030534351144,64.453125,8,90.6288032454361,89.92112182296232,Australia and New Zealand,94.70802919708028,2019
100.0,Australia,89.95027624309391,63.625,85.08203125,10,90.16227180527385,81.6441717791411,Australia and New Zealand,79.63686131386861,2015
100.0,Australia,78.50414364640882,68.91364503816793,92.591796875,9,90.75050709939148,74.60122699386503,Australia and New Zealand,67.19951338199512,2016
98.9705883974869,Australia,83.09494230628673,70.82132324007634,93.30063476227227,10,90.16227018035214,73.96027981242419,Australia and New Zealand,91.85170025140997,2017
99.23881897582382,Australia,89.3646408839779,63.93129770992366,70.5078125,10,89.91886409736308,79.75460122699387,Australia and New Zealand,95.68126520681265,2018
95.29555464565863,Australia,76.93370165745857,65.45801526717557,64.84375,11,89.026369168357,90.79754601226993,Australia and New Zealand,94.16058394160584,2019
25.581927341946635,Israel,57.07044198895026,58.61498091603053,64.7890625,11,90.04056795131847,80.09377738825592,Middle East and Northern Africa,74.44829683698296,2015
28.680675894734776,Israel,50.32044198895027,63.81965648854961,63.0625,11,89.81744421906696,74.42331288343559,Middle East and Northern Africa,60.5456204379562,2016
28.01101104957623,Israel,56.07577400971518,65.61939042943129,64.4692685455084,11,88.72210589673898,73.47975458417616,Middle East and Northern Africa,83.71593453298235,2017
89.38065815041087,Israel,73.61878453038672,62.0706106870229,69.140625,19,80.6288032454361,77.38825591586328,Middle East and Northern Africa,94.82968369829685,2018
26.945639589462093,Israel,51.24309392265193,60.87786259541984,50.9765625,13,87.22109533468559,90.18404907975462,Middle East and Northern Africa,88.5036496350365,2019
34.77630533844845,Costa Rica,87.53591160220994,45.600190839694655,49.79882812499999,12,88.98580121703856,75.39614373356706,Latin America and Caribbean,75.29683698296836,2015
34.658007408543504,Costa Rica,76.27762430939225,50.991889312977094,44.048828125,14,86.1663286004057,66.7361963190184,Latin America and Caribbean,62.13625304136252,2016
32.895561964550154,Costa Rica,80.12868093522208,52.94400203318988,41.916646296158405,12,86.00405671775458,66.56522922198255,Latin America and Caribbean,86.15593985629499,2017
33.18914144555697,Costa Rica,87.292817679558,48.18702290076336,27.9296875,13,85.86206896551725,71.60385626643296,Latin America and Caribbean,88.74695863746959,2018
30.560298558780186,Costa Rica,77.07182320441987,49.33206106870229,28.125,12,87.78904665314404,84.39964943032427,Latin America and Caribbean,87.65206812652066,2019
61.37033719180416,Austria,86.23342541436465,63.799141221374036,64.625,13,88.4584178498986,78.03856266432955,Western Europe,78.89537712895375,2015
70.15067243363865,Austria,75.0759668508287,69.19751908396947,64.189453125,12,86.815415821501,70.6091148115688,Western Europe,65.92639902676397,2016
72.641621153897,Austria,78.42074441646338,70.94929691489408,61.811000341549615,13,84.5233274231576,71.45735488243005,Western Europe,88.8044381663747,2017
73.60760082975011,Austria,85.22099447513811,63.979007633587784,47.265625,12,87.22109533468559,78.08939526730937,Western Europe,91.48418491484183,2018
74.26481155144432,Austria,73.4806629834254,65.64885496183204,47.65625,10,89.39148073022312,89.04469763365469,Western Europe,89.72019464720195,2019
70.03237450373368,Mexico,66.54834254143645,48.68988549618321,27.48828125,14,88.19472616632862,71.3794916739702,Latin America and Caribbean,55.62712895377129,2015
60.31551398348497,Mexico,52.084254143646405,53.20038167938931,22.919921875,20,79.89858012170386,62.35144609991236,Latin America and Caribbean,43.467153284671525,2016
43.63028584216727,Mexico,57.006907232558554,55.01831192096661,23.63094390602773,25,75.84178638264808,62.22427674911193,Latin America and Caribbean,73.65341604190998,2017
31.21750928047438,Mexico,66.16022099447513,49.52290076335878,13.4765625,24,74.01622718052738,66.69588080631024,Latin America and Caribbean,76.15571776155717,2018
23.988191341838206,Mexico,59.80662983425413,51.04961832061069,14.453125000000004,23,76.1866125760649,75.4601226993865,Latin America and Caribbean,80.47445255474453,2019
52.215391838604,United States,75.41988950276242,66.53196564885496,78.330078125,15,86.815415821501,75.5293602103418,North America,75.85827250608271,2015
48.85704505074664,United States,66.52348066298342,71.94465648854961,80.228515625,13,86.5111561866126,68.27344434706399,North America,63.73600973236009,2016
44.571632988142575,United States,69.85366344451906,73.77191240550907,76.6755430959166,14,84.25963550745601,67.86035300345924,North America,86.36986397188626,2017
43.704512992664135,United States,75.5524861878453,66.69847328244275,56.835937500000014,18,82.08924949290063,71.77914110429448,North America,89.47688564476884,2018
42.06148618842864,United States,62.70718232044198,68.36832061068702,54.6875,19,82.210953346856,76.59947414548643,North America,88.62530413625302,2019
57.57494527402017,Brazil,67.74723756906076,46.81488549618321,28.46484375,16,84.05679513184585,61.08851884312006,Latin America and Caribbean,74.99209245742092,2015
46.5502354176,Brazil,55.83563535911602,51.88645038167938,30.8125,16,83.42799188640977,53.82559158632778,Latin America and Caribbean,63.22262773722627,2016
36.505676868135026,Brazil,60.42178823144392,52.83173713975285,31.70896379742773,22,76.99797624506775,54.036139606071245,Latin America and Caribbean,87.06240903432055,2017
28.917271754544693,Brazil,68.0939226519337,47.041984732824424,21.484375,27,72.61663286004057,59.15863277826469,Latin America and Caribbean,89.65936739659367,2018
28.260061032850487,Brazil,53.86740331491712,47.900763358778626,19.3359375,31,70.2028397565923,70.28921998247152,Latin America and Caribbean,87.53041362530413,2019
100.0,Luxembourg,85.05939226519335,74.61402671755725,54.75390625000001,17,83.30628803245439,80.53812445223488,Western Europe,74.18673965936739,2015
100.0,Luxembourg,75.78729281767954,80.98854961832062,53.84960937499999,19,81.78498985801218,74.09465381244523,Western Europe,63.25973236009732,2016
100.0,Luxembourg,82.40716727399031,83.10799607793797,55.308785522356644,18,81.62271635043935,74.06568757073067,Western Europe,88.66080692504744,2017
100.0,Luxembourg,87.292817679558,75.19083969465647,38.28125,17,82.57606490872212,78.52760736196318,Western Europe,92.45742092457421,2018
100.0,Luxembourg,72.65193370165746,76.76526717557252,37.89062499999999,14,86.22718052738337,88.69412795793164,Western Europe,89.96350364963503,2019
94.31959672394275,Ireland,85.32734806629833,63.738549618320604,89.65039062500001,18,83.18458417849901,78.46888694127956,Western Europe,83.30170316301702,2015
97.77323906644575,Ireland,74.59668508287291,70.77337786259542,87.818359375,18,82.51521298174443,71.38913234005258,Western Europe,70.6551094890511,2016
98.05194679244029,Ireland,79.15888702013218,73.26844653100477,83.56607868336133,15,83.93509607527851,70.97130799690534,Western Europe,94.78291455846653,2017
100.0,Ireland,84.80662983425414,69.08396946564886,59.9609375,14,83.93509127789048,76.77475898334794,Western Europe,96.28953771289538,2018
100.0,Ireland,71.27071823204419,71.5171755725191,58.203125,16,84.82758620689657,87.55477651183173,Western Europe,94.4647201946472,2019
74.06764833493605,Belgium,80.73204419889503,62.39599236641221,43.45703125,19,83.12373225152132,78.5863277826468,Western Europe,78.20316301703163,2015
86.25233511514648,Belgium,70.93093922651933,68.00524809160305,47.34375,17,82.96146044624747,71.83085013146362,Western Europe,64.02007299270072,2016
82.59270028017521,Belgium,74.55396718083163,69.8368683571126,45.21549562923613,17,82.1906651928266,71.69955033779561,Western Europe,88.94846097106203,2017
78.8652866033037,Belgium,80.52486187845302,63.167938931297705,36.71875,16,82.92089249492903,78.35232252410167,Western Europe,90.20681265206812,2018
69.00712577789074,Belgium,65.33149171270716,64.69465648854961,31.25,18,82.83975659229209,86.41542506573181,Western Europe,91.48418491484183,2019
100.0,United Arab Emirates,88.61464088397788,68.0949427480916,51.61718750000001,20,82.39350912778905,70.92462751971954,Middle East and Northern Africa,68.47627737226277,2015
100.0,United Arab Emirates,77.64502762430939,75.07251908396947,51.93554687499999,27,75.74036511156186,63.97283085013146,Middle East and Northern Africa,52.989051094890506,2016
100.0,United Arab Emirates,84.02558980067127,77.59271800973042,70.49647392705079,21,77.26165848861602,63.6983555100865,Middle East and Northern Africa,77.03225252982176,2017
100.0,United Arab Emirates,39.22651933701657,100.0,36.32812500000001,20,79.81744421906694,58.720420683610875,Middle East and Northern Africa,47.20194647201946,2018
59.80617567417197,United Arab Emirates,82.59668508287291,71.70801526717557,51.171875,21,80.85192697768764,72.30499561787906,Middle East and Northern Africa,79.68369829683698,2019
100.0,United Kingdom,82.3549723756906,60.41841603053435,100.0,21,81.70385395537527,79.70464504820333,Western Europe,78.19221411192213,2015
90.03458281849659,United Kingdom,69.11049723756906,66.92891221374046,97.9609375,22,78.82352941176471,70.98247151621385,Western Europe,66.1021897810219,2016
87.22108549023223,United Kingdom,70.19199389779102,68.7802452167481,96.2449528742582,19,78.60041024476956,70.5815897397468,Western Europe,91.02555232036437,2017
26.945639589462093,United Kingdom,64.08839779005524,59.35114503816794,51.171875,11,88.25557809330631,77.82646801051709,Western Europe,87.1654501216545,2018
91.35229031549346,United Kingdom,62.154696132596676,63.59732824427482,67.96874999999999,15,85.49695740365112,87.29184925503944,Western Europe,93.55231143552311,2019
36.37332739216536,Venezuela,59.26519337016573,49.820610687022906,11.408203125,22,80.54766734279919,63.14811568799298,Latin America and Caribbean,76.39659367396592,2015
27.287389164743082,Venezuela,27.41298342541436,54.08730916030535,8.30078125,40,65.82150101419877,54.254163014899206,Latin America and Caribbean,62.83576642335766,2016
21.192128732048577,Venezuela,21.27032088969958,53.83736645902385,12.699146464001387,77,48.904665314401626,54.08801288588019,Latin America and Caribbean,87.06433059525303,2017
17.087478764049134,Venezuela,18.37016574585635,47.51908396946565,10.937499999999998,95,39.89858012170386,57.58106923751096,Latin America and Caribbean,89.3552311435523,2018
15.444451959813641,Venezuela,21.270718232044196,45.80152671755725,12.5,102,37.89046653144016,70.5521472392638,Latin America and Caribbean,86.80048661800484,2019
100.0,Singapore,74.93370165745856,72.60782442748092,60.751953125,23,80.30425963488842,89.85539000876423,Southeastern Asia,62.04379562043795,2015
100.0,Singapore,67.36187845303867,78.50906488549619,63.87890625,21,79.10750507099392,83.01402278702892,Southeastern Asia,52.772506082725045,2016
100.0,Singapore,75.94483004090537,80.73843844974333,67.57148075848808,26,75.7200816775432,83.21581024751657,Southeastern Asia,82.34880556445316,2017
100.0,Singapore,87.15469613259668,72.94847328244275,50.9765625,33,71.07505070993915,88.34355828220859,Southeastern Asia,88.26034063260339,2018
100.0,Singapore,76.79558011049723,74.99999999999999,52.9296875,33,69.43204868154159,100.0,Southeastern Asia,88.99026763990267,2019
30.461716950526053,Panama,74.8756906077348,50.740935114503806,47.72265625,24,80.0608519269777,69.8168273444347,Latin America and Caribbean,72.90145985401459,2015
27.67842954415113,Panama,67.57872928176795,56.44370229007634,47.2265625,24,78.33671399594321,62.08150744960561,Latin America and Caribbean,60.16545012165451,2016
23.325697951048056,Panama,75.97055718385054,58.86204370105534,41.124402196146484,30,73.28600691975254,61.88923177961507,Latin America and Caribbean,83.52752729634003,2017
20.70213773336722,Panama,82.4585635359116,53.05343511450382,24.4140625,26,72.83975659229209,66.52059596844873,Latin America and Caribbean,87.46958637469587,2018
17.744689485743333,Panama,71.27071823204419,54.81870229007634,21.2890625,30,70.62880324543612,79.75460122699387,Latin America and Caribbean,87.71289537712894,2019
71.77726896983178,Germany,84.91298342541434,63.354961832061065,55.10546875,25,79.33062880324545,78.16476774758983,Western Europe,79.03710462287104,2015
93.82011657545516,Germany,73.84806629834254,69.07776717557252,59.476562499999986,15,84.27991886409735,71.41717791411043,Western Europe,66.77250608272504,2016
90.93559838505642,Germany,77.69494260872264,70.98871105499856,65.67757227458067,16,83.40771224387525,70.02197473744987,Western Europe,89.56936444099209,2017
92.00950103718766,Germany,80.939226519337,63.93129770992366,53.3203125,15,83.69168356997972,75.4601226993865,Western Europe,89.65936739659367,2018
87.08042062448116,Germany,68.37016574585635,65.5057251908397,50.9765625,17,84.09736308316432,86.50306748466258,Western Europe,88.44282238442821,2019
42.28822388741313,Chile,60.955801104972366,52.82204198473283,65.16210937500001,26,77.7079107505071,75.24715162138476,Latin America and Caribbean,68.39841849148418,2015
37.62859987060127,Chile,52.19475138121547,58.048664122137396,61.708984375,23,78.41784989858013,71.76424189307625,Latin America and Caribbean,55.10158150851582,2016
27.040272053390346,Chile,52.05735893539295,59.77025810088836,63.80125414580099,20,77.34279818273713,71.82118351474128,Latin America and Caribbean,78.10370765463259,2017
20.04492701167302,Chile,59.53038674033149,53.95992366412214,38.47656249999999,25,73.77281947261663,70.81507449605608,Latin America and Caribbean,80.96107055961069,2018
18.401900207437528,Chile,49.30939226519337,55.29580152671756,36.5234375,25,73.1237322515213,80.6310254163015,Latin America and Caribbean,83.27250608272504,2019
100.0,Qatar,88.45303867403314,80.64980916030534,63.619140625,27,76.5111561866126,69.87992988606486,Middle East and Northern Africa,65.60827250608273,2015
100.0,Qatar,78.28591160220994,87.03578244274809,63.2578125,34,71.72413793103449,62.85977212971078,Middle East and Northern Africa,53.50608272506082,2016
100.0,Qatar,83.44350598793659,89.25408807419655,64.54567774198946,34,71.72413793103449,62.234714091816635,Middle East and Northern Africa,77.51197565501033,2017
56.19151670485388,Qatar,90.33149171270718,78.6736641221374,50.0,31,71.70385395537525,65.55652936021033,Middle East and Northern Africa,79.25790754257908,2018
54.87709526146548,Qatar,76.65745856353591,80.34351145038168,42.96875,28,71.70385395537525,76.33654688869413,Middle East and Northern Africa,79.8661800486618,2019
67.843862800492,France,75.98204419889501,60.96278625954198,24.0859375,28,75.78093306288032,82.89132340052583,Western Europe,76.66545012165449,2015
58.518042659651336,France,64.31215469613258,66.54961832061068,23.75,31,73.8133874239351,73.43996494303242,Western Europe,61.13625304136252,2016
56.68522269629697,France,64.9478060105888,68.26924913712118,25.34420054871582,31,73.08316252052659,74.01102995475478,Western Europe,84.41465034392031,2017
57.834543509089386,France,71.82320441988949,61.68893129770993,19.140625,23,74.0365111561866,79.57931638913234,Western Europe,89.17274939172749,2018
60.13478103501907,France,60.22099447513811,63.167938931297705,21.6796875,24,76.12576064908724,91.58632778264679,Western Europe,89.53771289537713,2019
27.878878814267853,Argentina,62.118784530386726,50.2628816793893,22.365234375,29,75.7606490872211,68.99474145486415,Latin America and Caribbean,75.92639902676397,2015
23.975047127404324,Argentina,58.403314917127055,54.9317748091603,21.462890625000004,25,77.30223123732253,61.096406660823845,Latin America and Caribbean,64.84914841849148,2016
19.63084735935097,Argentina,68.30375744492969,56.550356040474234,21.37833216693262,24,76.26774801443854,60.923495489082036,Latin America and Caribbean,87.61868279635766,2017
17.744689485743333,Argentina,78.72928176795578,51.19274809160304,12.109375,28,71.98782961460446,65.2059596844873,Latin America and Caribbean,89.29440389294405,2018
16.430268042354935,Argentina,65.05524861878452,52.09923664122138,12.890625,45,65.86206896551725,77.21297107800174,Latin America and Caribbean,87.10462287104622,2019
8.714614169665058,Czech Republic,64.03867403314916,56.24904580152671,20.87109375,30,74.36105476673428,74.04294478527606,Central and Eastern Europe,73.3838199513382,2015
13.098209683365356,Czech Republic,57.20718232044199,62.45944656488549,19.392578125,26,76.20689655172414,66.93777388255916,Central and Eastern Europe,61.30961070559611,2016
12.11664151500889,Czech Republic,67.81024498175523,64.53637175887596,17.208351346198477,23,76.47059241366429,66.12129737994425,Central and Eastern Europe,87.21929542049573,2017
11.172582268801358,Czech Republic,74.99999999999997,58.82633587786259,12.5,21,78.53955375253551,74.84662576687117,Central and Eastern Europe,90.57177615571777,2018
11.829792990495555,Czech Republic,63.12154696132596,60.543893129771,8.984375,20,81.39959432048683,80.6310254163015,Central and Eastern Europe,90.4501216545012,2019
80.69890451683051,Uruguay,83.37292817679555,50.65171755725191,45.39062499999999,31,73.9553752535497,71.13058720420683,Latin America and Caribbean,73.53406326034063,2015
70.3018308996283,Uruguay,75.12154696132596,56.372614503816784,35.265625,28,75.17241379310346,63.26292725679229,Latin America and Caribbean,62.7390510948905,2016
58.51208593850171,Uruguay,80.026554468587,58.089680116595424,34.198618959635546,28,73.32657193073632,63.03390215406493,Latin America and Caribbean,85.90193850570621,2017
50.93383093130031,Uruguay,86.32596685082872,52.14694656488549,25.390625,30,71.8052738336714,67.57230499561787,Latin America and Caribbean,88.74695863746959,2018
49.29080412706481,Uruguay,72.23756906077348,53.62595419847328,24.8046875,32,70.06085192697768,78.08939526730937,Latin America and Caribbean,89.11192214111921,2019
16.824594475371455,Colombia,73.84806629834254,43.82681297709924,35.93945312499999,32,73.79310344827587,60.5407537248028,Latin America and Caribbean,75.43673965936738,2015
17.74140343213486,Colombia,61.78867403314917,49.156488549618324,30.51953125,30,73.87423935091279,52.28659070990359,Latin America and Caribbean,62.14659367396593,2016
15.335598756571379,Colombia,65.95130042476546,51.07930939616126,29.104389250278512,35,71.3590238157199,52.14968655424925,Latin America and Caribbean,85.29093288737224,2017
12.815609073036851,Colombia,73.34254143646407,45.80152671755725,19.3359375,36,69.39148073022312,55.65293602103418,Latin America and Caribbean,87.53041362530413,2018
11.172582268801358,Colombia,64.91712707182319,46.9942748091603,19.3359375,41,66.65314401622719,73.70727432077125,Latin America and Caribbean,85.76642335766422,2019
10.472652850197035,Thailand,76.88397790055247,46.1307251908397,100.0,33,73.34685598377283,64.7239263803681,Southeastern Asia,76.94890510948905,2015
9.309389872798308,Thailand,68.44337016574585,51.970419847328245,100.0,32,73.73225152129818,56.89307624890447,Southeastern Asia,63.55048661800487,2016
10.388114271446685,Thailand,80.13822261799763,53.81053299394275,100.0,32,72.71804840521197,56.7255941636723,Southeastern Asia,86.7270350166192,2017
9.529555464565863,Thailand,87.98342541436463,48.473282442748086,71.09375,44,65.57809330628804,61.96319018404909,Southeastern Asia,86.19221411192213,2018
9.200950103718764,Thailand,76.93370165745857,50.09541984732825,70.1171875,50,64.27991886409735,72.56792287467132,Southeastern Asia,85.70559610705595,2019
100.0,Saudi Arabia,42.88397790055248,66.57490458015268,26.769531249999996,34,72.45436105476675,63.12445223488168,Middle East and Northern Africa,65.9324817518248,2015
98.60789668299739,Saudi Arabia,52.353591160220994,71.06536259541984,30.189453125000004,33,71.8052738336714,51.943032427695,Middle East and Northern Africa,51.59914841849148,2016
89.85130475291786,Saudi Arabia,62.12024481257016,73.02593297630773,28.831252711825,36,71.0953319000183,51.722027145907276,Middle East and Northern Africa,78.26506076357967,2017
41.73288082758154,Saudi Arabia,70.30386740331491,65.79198473282443,19.140625,32,71.64300202839759,55.47765118317266,Middle East and Northern Africa,80.96107055961069,2018
43.375907631817036,Saudi Arabia,60.635359116022094,66.93702290076335,15.625,27,71.72413793103449,69.67572304995619,Middle East and Northern Africa,82.54257907542578,2019
21.024170986997376,Spain,63.46823204419889,58.68845419847328,35.599609375,35,70.79107505070994,83.75284837861525,Western Europe,79.91423357664233,2015
20.166510995186453,Spain,51.85773480662983,64.05200381679388,34.501953125,35,71.44016227180529,77.034180543383,Western Europe,68.70133819951339,2016
23.30275247664798,Spain,56.46149591846367,66.04951642851813,37.13546320796016,33,72.29208677342172,77.9106573093157,Western Europe,93.19287727058942,2017
24.31679670268531,Spain,62.016574585635354,59.685114503816784,27.734374999999993,35,70.40567951318458,84.5749342681858,Western Europe,93.55231143552311,2018
25.9598235069208,Spain,50.0,61.35496183206107,29.8828125,29,71.29817444219067,93.07624890446976,Western Europe,90.2676399026764,2019
44.64432432468683,Malta,83.3770718232044,57.604961832061065,100.0,36,70.24340770791076,77.75723049956179,Western Europe,79.19890510948905,2015
57.68338504309971,Malta,75.9585635359116,62.39599236641221,100.0,29,74.01622718052738,70.3900087642419,Western Europe,66.83637469586374,2016
50.298330800293144,Malta,81.32141598021781,64.0877785573478,100.0,27,74.80730122533348,72.03718113544005,Western Europe,90.53598935296654,2017
46.661961240288015,Malta,89.08839779005524,60.591603053435115,73.4375,22,76.83569979716026,77.47589833479404,Western Europe,92.76155717761556,2018
49.61940948791191,Malta,77.90055248618782,62.02290076335878,73.2421875,22,78.84381338742395,87.55477651183173,Western Europe,92.45742092457421,2019
84.15254685933351,Kuwait,76.65607734806629,74.15171755725191,31.6953125,37,70.10141987829614,63.533742331288344,Middle East and Northern Africa,70.92092457420924,2015
77.77760285889981,Kuwait,59.62154696132597,77.15362595419847,31.181640624999996,38,68.96551724137932,55.71340929009641,Middle East and Northern Africa,53.38077858880778,2016
70.70258166904793,Kuwait,68.55491610521767,77.90803681803101,44.58785115275527,37,66.2474648899288,55.399273279776764,Middle East and Northern Africa,76.6240114713236,2017
34.83216824979247,Kuwait,76.51933701657457,70.32442748091603,32.61718749999999,43,65.80121703853953,59.15863277826469,Middle East and Northern Africa,79.13625304136252,2018
31.874720002168573,Kuwait,68.0939226519337,71.56488549618321,27.734374999999993,49,64.54361054766734,70.81507449605608,Middle East and Northern Africa,80.23114355231142,2019
38.69656729335434,El Salvador,55.732044198895025,36.47614503816794,20.8828125,38,66.75456389452333,59.36634531113059,Latin America and Caribbean,62.352189781021906,2015
34.87488694670259,El Salvador,51.47651933701657,41.68416030534351,17.337890625,42,65.49695740365111,52.23488168273443,Latin America and Caribbean,49.25486618004866,2016
29.568225794768654,El Salvador,59.73101238519447,43.40574884687671,15.284762775991112,43,64.17849457529938,52.23650769326477,Latin America and Caribbean,71.905419194205,2017
26.945639589462093,El Salvador,63.67403314917126,38.45419847328244,12.6953125,38,67.50507099391483,56.00350569675723,Latin America and Caribbean,74.87834549878343,2018
24.31679670268531,El Salvador,59.39226519337015,37.88167938931298,18.164062500000004,34,69.24949290060852,69.1498685363716,Latin America and Caribbean,75.54744525547444,2019
31.12549977943719,Guatemala,79.74171270718232,35.56917938931298,53.68945312500001,39,66.61257606490871,56.463628396143726,Latin America and Caribbean,63.476885644768856,2015
28.591952447306063,Guatemala,69.58425414364639,39.81583969465648,56.265625,37,70.6896551724138,47.361086765994735,Latin America and Caribbean,52.99209245742092,2016
25.37598332426572,Guatemala,73.38544446460456,41.60314627731121,55.36882672458887,29,73.32657193073632,47.34793950548098,Latin America and Caribbean,76.3737952332135,2017
